fonte,place_id,nome,instagram,telefone,whatsapp_link,site,cidade,pais,bairro,nicho,tem_link_na_bio,tem_site,tem_whatsapp_visivel,business_status,rating,user_ratings_total,place_types,open_now,activity_score,score,observacao,link_origem,status,data_coleta,last_contact_at,last_contact_note
Maps,,sobrancelhas CAMPINAS studio Eloá Souza,,+55 19 98901-6936,https://wa.me/5519989016936,https://www.instagram.com/reel/Ckd-J8uv0fI/?igshid=MDJmNzVkMjY=,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=13229888042384682598,enviado,2026-02-09T16:34:26+00:00,2026-02-10T16:04:56+00:00,
Maps,,Juliana de Paula Design de Sobrancelhas e Micropigmentação,,+55 19 99174-9981,https://wa.me/5519991749981,https://www.instagram.com/julianadepaula.sobrancelhas?igsh=MWMxbmlraHMwOW40dw%3D%3D&utm_source=qr,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=16904351395159125873,enviado,2026-02-09T16:34:26+00:00,2026-02-10T14:40:22+00:00,
Maps,,Pryscilla Beauty - Extensão de Cilios & Sobrancelhas Campinas Sp,,+55 19 98250-6516,https://wa.me/5519982506516,https://wa.me/5519982506516,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=135743230012235648,enviado,2026-02-09T16:34:26+00:00,2026-02-10T14:47:58+00:00,
Maps,,"Gabi Gonçalves - designer de sobrancelhas/bem estar , Campinas - SP",,+55 19 98715-7108,https://wa.me/5519987157108,https://instagram.com/gabigoncalves_bemestar?igshid=OGQ5ZDc2ODk2ZA==,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=9717224422864424373,enviado,2026-02-09T16:34:26+00:00,2026-02-10T14:37:01+00:00,
Maps,,Sobrancelhas Design Mansões,,+55 19 98152-2424,https://wa.me/5519981522424,,Campinas - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=14486129061936015078,enviado,2026-02-09T16:34:26+00:00,2026-02-09T21:08:44+00:00,
Maps,,Limpeza de pele e sobrancelhas- Bruna Lopes,,+55 19 99231-8456,https://wa.me/5519992318456,http://instagram.com/brunalopes_bbeauty,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=1438356256112382908,enviado,2026-02-09T16:34:26+00:00,2026-02-10T14:42:19+00:00,
Maps,,Andressa Vieira Cílios Design,,,,,Campinas - SP,Brasil,,designer de sobrancelhas,não,não,não,,,,,,,4,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=9385256028971033564,ignorar,2026-02-09T16:34:26+00:00,2026-02-11T19:03:08+00:00,
Maps,,Cílios e Sobrancelhas Campinas - Brenda Alves,,+55 19 99894-4728,https://wa.me/5519998944728,,Campinas - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=5236912822202007633,ignorar,2026-02-09T16:34:26+00:00,2026-02-09T18:06:55+00:00,
Maps,,STHEFANIE SOBRANCELHAS,,+55 19 99506-0432,https://wa.me/5519995060432,https://www.instagram.com/sthefaniesobrancelhas/,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=6228097048927298884,enviado,2026-02-09T16:34:26+00:00,2026-02-10T16:06:53+00:00,
Maps,,Dárly Designer de sobrancelhas,,+55 19 98812-7518,https://wa.me/5519988127518,,Campinas - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=16149031821956772734,enviado,2026-02-09T16:34:26+00:00,2026-02-09T20:09:10+00:00,
Maps,,Sobrancelhas Campinas - Aline Feraltos,,+55 19 98227-1497,https://wa.me/5519982271497,,Campinas - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=16275946721688267583,enviado,2026-02-09T16:34:26+00:00,2026-02-09T21:02:47+00:00,
Maps,,KAUANY RODRIGUES STUDIO | SOBRANCELHAS E CÍLIOS - OURO VERDE,,+55 19 98110-5846,https://wa.me/5519981105846,https://www.instagram.com/kauanyrodriguestudio/,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=14389920932170726030,enviado,2026-02-09T16:34:26+00:00,2026-02-10T14:40:45+00:00,
Maps,,Fran Sousa Beauty & Academy | Alongamento de cílios | Designer de sobrancelhas,,+55 19 99762-6615,https://wa.me/5519997626615,https://www.instagram.com/fransousa.beauty?igsh=andzaHlpaG15Y2g=,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=10201452867797920748,enviado,2026-02-09T16:34:26+00:00,2026-02-10T14:36:51+00:00,
Maps,,Stéfany Ferraz - Beauty Academy,,+55 19 98907-1493,https://wa.me/5519989071493,,Campinas - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=11275983332662026919,enviado,2026-02-09T16:34:26+00:00,2026-02-09T21:12:18+00:00,
Maps,,Studio da Dé Designer de sobrancelha,,+55 19 98881-5525,https://wa.me/5519988815525,,Campinas - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=2966117117250905974,ignorar,2026-02-09T16:34:26+00:00,2026-02-09T21:09:46+00:00,
Maps,,"Paula Sartori Studio | Micropigmentação Sobrancelhas e Labios, Despigmentação, Camuflagem e Design de Sobrancelhas | Campinas",,+55 19 99139-1324,https://wa.me/5519991391324,,Campinas - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=16442728197475955858,enviado,2026-02-09T16:34:26+00:00,2026-02-09T20:25:31+00:00,
Maps,,Cm Sobrancelharia,,+55 19 99351-7979,https://wa.me/5519993517979,https://instagram.com/cm_sobrancelharia?igshid=NzZlODBkYWE4Ng==,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=14232058566874873757,enviado,2026-02-09T16:34:26+00:00,2026-02-10T12:05:35+00:00,
Maps,,Elii Santos Sobrancelharia,,+55 19 99670-3443,https://wa.me/5519996703443,https://ellisantossobrance.wixsite.com/sobrancelharia,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=9893651215250687129,enviado,2026-02-09T16:34:26+00:00,2026-02-10T12:29:03+00:00,
Maps,,Sobrancelhas Design Barão Geraldo,,+55 19 3365-1418,https://wa.me/551933651418,https://www.sdbaraogeraldo.com/,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=1112010567744541707,ignorar,2026-02-09T16:34:26+00:00,2026-02-10T16:05:11+00:00,
Maps,,Giovanna Padovani - Designer de sobrancelhas,,+55 19 99412-3472,https://wa.me/5519994123472,https://instagram.com/gipadovani.sobrancelhas?igshid=ZDdkNTZiNTM=l,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=4838235585838680749,enviado,2026-02-09T16:34:26+00:00,2026-02-10T14:37:45+00:00,
Maps,,Cílios & sobrancelhas - Lívia Fernandes,,+55 19 99128-2565,https://wa.me/5519991282565,https://www.instagram.com/visagemaria.livia?igsh=MWpjcm55dThkMHpjcA%3D%3D&utm_source=qr,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=6355766796640997953,ignorar,2026-02-09T16:34:26+00:00,2026-02-10T12:22:41+00:00,
Maps,,Centro Estético Clínica e Cursos Profissionalizantes,,+55 19 99534-7478,https://wa.me/5519995347478,https://wa.me/5519995347478,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=7664151954121096741,enviado,2026-02-09T16:34:26+00:00,2026-02-10T12:05:19+00:00,
Maps,,Jéssika Verdelho | SOBRANCELHAS,,+55 19 99677-0645,https://wa.me/5519996770645,https://www.instagram.com/jessikaverdelho/,Campinas - SP,Brasil,,designer de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=9464911330899450460,enviado,2026-02-09T16:34:26+00:00,2026-02-10T14:40:34+00:00,
Maps,,Lana's Studio,,+55 19 99105-2223,https://wa.me/5519991052223,,Campinas - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=15115851402372572666,enviado,2026-02-09T16:34:26+00:00,2026-02-09T20:15:40+00:00,
Maps,,KJ Especialista em sobrancelhas,,+55 19 97116-6990,https://wa.me/5519971166990,https://kjsobrancelhas.lovable.app/,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=3738735264941832287,enviado,2026-02-09T16:35:41+00:00,2026-02-10T14:41:10+00:00,
Maps,,Brow lamination Campinas- Emilyn BeautyClinic,,+55 19 98442-6433,https://wa.me/5519984426433,https://wa.me/5519984426433,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=12040075912092312981,enviado,2026-02-09T16:35:41+00:00,2026-02-10T12:04:10+00:00,
Maps,,Instituto Make Beauty,,+55 19 99528-2769,https://wa.me/5519995282769,https://www.instagram.com/institutomakebeauty/,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=5218988159441822668,ignorar,2026-02-09T16:35:41+00:00,2026-02-10T14:38:55+00:00,
Maps,,Latinna,,+55 19 99900-0935,https://wa.me/5519999000935,https://www.soulatinna.com.br/,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=3263815347712982596,enviado,2026-02-09T16:35:41+00:00,2026-02-10T14:41:24+00:00,
Maps,,Micropigmentação Campinas - Jéssica Lima Beauty,,+55 19 99458-4848,https://wa.me/5519994584848,https://instagram.com/jessicalimabeauty_?igshid=MzRlODBiNWFlZA==,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=12988802938858617410,enviado,2026-02-09T16:35:41+00:00,2026-02-10T14:45:27+00:00,
Maps,,Sobrancelhas Prado Boulevard,,+55 19 99973-0219,https://wa.me/5519999730219,https://api.whatsapp.com/send/?phone=5519999730219&type=phone_number&app_absent=0&wame_ctl=1&fbclid=PAQ0xDSwKVlLhjbGNrAc7Na2V4dG4DYWVtAjEwAAGm40qJJi9E3irZy30HW9GAI4pPiVR1Q9JUH245Gs77rIjqPvaGtmCZiY7G_aem_4mQApZ-cxXWNz4xp3bZZtQ&source_surface=21,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=16314958770476035965,enviado,2026-02-09T16:35:41+00:00,2026-02-10T16:07:39+00:00,
Maps,,Patrícia Costa Beauty - Cílios e Sobrancelha,,+55 19 99280-0261,https://wa.me/5519992800261,https://linktr.ee/patycostabeauty,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=5022047205439099861,enviado,2026-02-09T16:35:41+00:00,2026-02-10T14:47:01+00:00,
Maps,,"Janna Teixeira- Especialista em Micropigmentação de Sobrancelhas, Lábios e Remoção a Laser em Campinas-SP",,+55 19 99379-3321,https://wa.me/5519993793321,https://www.instagram.com/jannabeautyclinic,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=13287103728103397351,enviado,2026-02-09T16:35:41+00:00,2026-02-10T14:39:10+00:00,
Maps,,L&L Sobrancelhas e Estética,,+55 19 99987-6106,https://wa.me/5519999876106,,Campinas - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=17852277345592098376,enviado,2026-02-09T16:35:41+00:00,2026-02-09T20:14:32+00:00,
Maps,,ROSY LARA BEAUTY | SOBRANCELHAS| CÍLIOS| NANOPIGMENTAÇÃO |Campinas,,+55 19 97418-3338,https://wa.me/5519974183338,https://agendaagil.com/rosylarabeauty/,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=7545622597994685257,enviado,2026-02-09T16:35:41+00:00,2026-02-10T14:48:17+00:00,
Maps,,Sobrancelhas campinas/studio Cynthia Silva,,+55 19 99671-2289,https://wa.me/5519996712289,,Campinas - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=4586705122145408699,enviado,2026-02-09T16:35:41+00:00,2026-02-09T21:03:33+00:00,
Maps,,Gabriela Lima | Sobrancelhas e Lábios Campinas,,+55 19 98935-9086,https://wa.me/5519989359086,https://www.instagram.com/gabrielalimamicro?igsh=NW5oM2o3c2R3YnAz,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=11323023258050420170,enviado,2026-02-09T16:35:41+00:00,2026-02-10T14:37:17+00:00,
Maps,,CDC STUDIO,,+55 19 99698-6659,https://wa.me/5519996986659,https://www.instagram.com/cdcstudiocampinas/?hl=en,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=9354127022641166350,enviado,2026-02-09T16:35:41+00:00,2026-02-10T12:04:44+00:00,
Maps,,MerkiG Cílios e Sobrancelhas by Gimena Merki,,+55 19 98852-0250,https://wa.me/5519988520250,http://www.gimenamerki.com.br/,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=5071312091182889669,enviado,2026-02-09T16:35:41+00:00,2026-02-10T14:44:34+00:00,
Maps,,Sobrancelhas Isabelly Catarin,,+55 19 98932-5219,https://wa.me/5519989325219,https://instagram.com/isabellycatarin_sobrancelhas?igshid=Y2IzZGU1MTFhOQ==,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=12606429274757415731,enviado,2026-02-09T16:35:41+00:00,2026-02-10T16:06:53+00:00,
Maps,,Mariana Moraes Studio,,+55 19 99612-1527,https://wa.me/5519996121527,https://www.instagram.com/p/CfcNuq-peAk/?igshid=YmMyMTA2M2Y=,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=1586977423602376556,enviado,2026-02-09T16:35:41+00:00,2026-02-10T14:43:22+00:00,
Maps,,Fabiana Bueno Designer de Sobrancelhas,,+55 19 97422-4014,https://wa.me/5519974224014,,Campinas - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=6269640113301769083,enviado,2026-02-09T16:35:41+00:00,2026-02-09T20:11:28+00:00,
Maps,,Studio Camila Nascimento,,+55 19 99357-1328,https://wa.me/5519993571328,,Campinas - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=8386470548373276697,enviado,2026-02-09T16:35:41+00:00,2026-02-09T21:09:20+00:00,
Maps,,Rainha Das Sobrancelhas Mari Vivía,,+55 19 98806-6086,https://wa.me/5519988066086,,Campinas - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=1435052643623785736,enviado,2026-02-09T16:35:41+00:00,2026-02-09T20:28:26+00:00,
Maps,,Elaine Silva Cílios e Sobrancelha,,+55 19 99630-1204,https://wa.me/5519996301204,,Campinas - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=7149720586566380138,enviado,2026-02-09T16:35:41+00:00,2026-02-09T18:01:30+00:00,
Maps,,BE lash cílios e sobrancelha,,+55 19 98103-2010,https://wa.me/5519981032010,https://www.instagram.com/beatrizvieiracilios?igsh=MTlpamJ5c3JpdGJocQ==,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=9285111269791013971,enviado,2026-02-09T16:35:41+00:00,2026-02-10T12:02:47+00:00,
Maps,,LC Store Micropigmentacão,,+55 19 99952-5707,https://wa.me/5519999525707,http://www.lcstoremicropigmentacao.com.br/,Campinas - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=9681797726514886055,enviado,2026-02-09T16:35:41+00:00,2026-02-10T14:42:00+00:00,
Maps,,Matilde Alves Brows,,+55 19 97157-3629,https://wa.me/5519971573629,https://bio.site/SeuNovoOlha.,Campinas - SP,Brasil,,brow designer,não,sim,sim,,,,,,,2,Encontrado por: brow designer,https://maps.google.com/?cid=6487363937289181402,enviado,2026-02-09T16:36:53+00:00,2026-02-10T14:44:20+00:00,
Maps,,DEBORAH MAZZER D-design Beauty Clinic | Micropigmentação & Nanopigmentação Premium em Campinas | Cursos Nanoblading,,+55 19 99543-2635,https://wa.me/5519995432635,https://deborahmazzerddesign.com.br/,Campinas - SP,Brasil,,brow designer,não,sim,sim,,,,,,,2,Encontrado por: brow designer,https://maps.google.com/?cid=6382050222205615495,enviado,2026-02-09T16:36:53+00:00,2026-02-10T12:27:11+00:00,
Maps,,Studio Marcia Brito - Design de Sobrancelha e Epiladora,,+55 19 99408-2646,https://wa.me/5519994082646,,Campinas - SP,Brasil,,brow designer,não,não,sim,,,,,,,6,Encontrado por: brow designer,https://maps.google.com/?cid=12099465542356453085,enviado,2026-02-09T16:36:53+00:00,2026-02-09T21:10:51+00:00,
Maps,,Brow Essence Designer Studio,,+55 19 98918-4871,https://wa.me/5519989184871,https://www.instagram.com/_brow_essence?igsh=NzUzYjk0YW5odGt4&utm_source=qr,Campinas - SP,Brasil,,brow designer,não,sim,sim,,,,,,,2,Encontrado por: brow designer,https://maps.google.com/?cid=16307654717599543957,enviado,2026-02-09T16:36:53+00:00,2026-02-10T12:03:36+00:00,
Maps,,Design de Sobrancelha e Micropigmentação - Natália Gerlach Beauty,,+55 19 99251-5937,https://wa.me/5519992515937,https://instagram.com/nataliagerlach.beauty?igshid=YmMyMTA2M2Y=,Campinas - SP,Brasil,,brow designer,não,sim,sim,,,,,,,2,Encontrado por: brow designer,https://maps.google.com/?cid=3772902460914448790,enviado,2026-02-09T16:36:53+00:00,2026-02-10T12:27:32+00:00,
Maps,,Especialista em Micropigmentação Labial Campinas - Amanda Mendes,,+55 19 99261-7602,https://wa.me/5519992617602,https://amandamendesclinic.com.br/,Campinas - SP,Brasil,,brow designer,não,sim,sim,,,,,,,2,Encontrado por: brow designer,https://maps.google.com/?cid=5649614029593146456,enviado,2026-02-09T16:36:53+00:00,2026-02-10T14:36:22+00:00,
Maps,,Déborah Josiane Sobrancelhas,,+55 19 99510-8004,https://wa.me/5519995108004,https://deborahjosianesobrancelhas.blogspot.com/,Campinas - SP,Brasil,,brow designer,não,sim,sim,,,,,,,2,Encontrado por: brow designer,https://maps.google.com/?cid=9262953810647509606,enviado,2026-02-09T16:36:53+00:00,2026-02-10T12:28:41+00:00,
Maps,,GLASH ACADEMY I STUDIO GABRIELI HERZOG - SOBRANCELHAS E ALONGAMENTO DE CÍLIOS - CAMBUÍ - CAMPINAS,,+55 19 99757-1733,https://wa.me/5519997571733,https://www.instagram.com/studiogabrieliherzog,Campinas - SP,Brasil,,brow designer,não,sim,sim,,,,,,,2,Encontrado por: brow designer,https://maps.google.com/?cid=2056177698349983861,enviado,2026-02-09T16:36:53+00:00,2026-02-10T14:38:31+00:00,
Maps,,Jessica Priscilla - Micropigmentação,,+55 19 99657-4175,https://wa.me/5519996574175,,Campinas - SP,Brasil,,brow designer,não,não,sim,,,,,,,6,Encontrado por: brow designer,https://maps.google.com/?cid=18419513267658104669,enviado,2026-02-09T16:36:53+00:00,2026-02-09T20:13:36+00:00,
Maps,,Sheila Siqueira Beauty,,+55 19 99302-1522,https://wa.me/5519993021522,https://www.instagram.com/sheilasiqueirabeauty/,Campinas - SP,Brasil,,brow designer,não,sim,sim,,,,,,,2,Encontrado por: brow designer,https://maps.google.com/?cid=8424790995206773844,enviado,2026-02-09T16:36:53+00:00,2026-02-10T14:48:31+00:00,
Maps,,LADIVIER - Beauty Studio - Micropigmentação de Sobrancelhas Em Campinas,,+55 19 97167-7311,https://wa.me/5519971677311,,Campinas - SP,Brasil,,brow designer,não,não,sim,,,,,,,6,Encontrado por: brow designer,https://maps.google.com/?cid=13066479224854303344,enviado,2026-02-09T16:36:53+00:00,2026-02-09T20:15:15+00:00,
Maps,,Benefit Brow Bar Design de Sobrancelhas,,+55 19 3727-9027,https://wa.me/551937279027,https://browbars.benefitcosmetics.com/br/sp/campinas/shopping-iguatemi-campinas?y_source=1_MTA0MzkyNjE0NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Campinas - SP,Brasil,,brow designer,não,sim,sim,,,,,,,2,Encontrado por: brow designer,https://maps.google.com/?cid=2226477093026786330,ignorar,2026-02-09T16:36:53+00:00,2026-02-10T12:03:22+00:00,
Maps,,Leticia Fernandes - Lash e Brow Designer,,+55 19 99106-1822,https://wa.me/5519991061822,,Campinas - SP,Brasil,,brow designer,não,não,sim,,,,,,,6,Encontrado por: brow designer,https://maps.google.com/?cid=11380833885034347298,enviado,2026-02-09T16:36:53+00:00,2026-02-09T20:16:41+00:00,
Maps,,Miriane silva designer de sobrancelhas,,+55 19 99310-4011,https://wa.me/5519993104011,https://instagram.com/mirianesilvadesigner?igshid=MzNlNGNkZWQ4Mg==,Campinas - SP,Brasil,,brow designer,não,sim,sim,,,,,,,2,Encontrado por: brow designer,https://maps.google.com/?cid=16478564114367027425,enviado,2026-02-09T16:36:53+00:00,2026-02-10T14:46:25+00:00,
Maps,,Dra. Patrícia Vanzan - Nanopigmentação Estética e Reparadora | Campinas,,+55 19 98212-9076,https://wa.me/5519982129076,,Campinas - SP,Brasil,,micropigmentação,não,não,sim,,,,,,,6,Encontrado por: micropigmentação,https://maps.google.com/?cid=8053532059948977960,enviado,2026-02-09T16:38:01+00:00,2026-02-09T18:25:12+00:00,
